"date","hits","keyword","geo","time","gprop","category"
"2023-05-14",52,"pollen","US","2022-01-01 2024-12-31","web",0
"2023-05-21",46,"pollen","US","2022-01-01 2024-12-31","web",0
"2023-05-28",40,"pollen","US","2022-01-01 2024-12-31","web",0
"2023-06-04",35,"pollen","US","2022-01-01 2024-12-31","web",0
"2023-06-11",27,"pollen","US","2022-01-01 2024-12-31","web",0
"2023-06-18",21,"pollen","US","2022-01-01 2024-12-31","web",0
"2023-06-25",22,"pollen","US","2022-01-01 2024-12-31","web",0
"2023-07-02",18,"pollen","US","2022-01-01 2024-12-31","web",0
"2023-07-09",16,"pollen","US","2022-01-01 2024-12-31","web",0
"2023-07-16",23,"pollen","US","2022-01-01 2024-12-31","web",0
"2023-07-23",16,"pollen","US","2022-01-01 2024-12-31","web",0
"2023-07-30",29,"pollen","US","2022-01-01 2024-12-31","web",0
"2023-08-06",18,"pollen","US","2022-01-01 2024-12-31","web",0
"2023-08-13",18,"pollen","US","2022-01-01 2024-12-31","web",0
"2023-08-20",19,"pollen","US","2022-01-01 2024-12-31","web",0
